site,longitude,latitude,model,var,mag,baseline,predicted,climate,rings,Comp.1,Comp.2,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
2,-110.0378188,42.00578122,randfor,temp,2,7.3126702,5.14007,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.0378188,42.00578122,AK,temp,2,6.240606461,7.45620935,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.0378188,42.00578122,DRS,temp,4,20,43.33333333,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.0378188,42.00578122,randfor,ppt,0.9,7.3126702,6.6641202,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.041,42.008,DGVM-full-400ppm,ppt,0.9,1.927333333,0.958333333,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.0378188,42.00578122,AK,ppt,1.1,6.240606461,6.142651833,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.0378188,42.00578122,AK,temp,0.2,6.240606461,6.352664592,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.041,42.008,DGVM-full-400ppm,temp,2,1.927333333,9.095333333,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.0378188,42.00578122,DRS,ppt,1.1,20,20,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.0378188,42.00578122,AK,ppt,0.9,6.240606461,6.340123136,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.0378188,42.00578122,AK,temp,4,6.240606461,8.908598581,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
2,-110.0378188,42.00578122,DRS,ppt,0.9,20,20,warm.Psummer,mid,-0.506901521,-5.919875865,34,180,37,9940,285,-191,476,135,-97,161,-97,190,29,7,44,73,23,62,23
3,-109.841,42.158,DGVM-full-400ppm,temp,2,0,11.75,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,DRS,temp,2,33.33333333,53.33333333,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,randfor,ppt,1.1,14.8165998,14.7153997,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.841,42.158,DGVM-full-400ppm,temp,4,0,6.675333333,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,randfor,temp,4,14.8165998,16.2759991,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,randfor,ppt,1.2,14.8165998,14.7126999,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,DRS,temp,4,33.33333333,50,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,AK,temp,2,6.240606461,7.892879929,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.841,42.158,DGVM-full-400ppm,ppt,1.1,0,0,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,DRS,ppt,0.9,33.33333333,33.33333333,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.841,42.158,DGVM-full-400ppm,ppt,1.2,0,0,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,randfor,temp,0.2,14.8165998,14.1100998,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,randfor,temp,2,14.8165998,13.3849001,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.841,42.158,DGVM-full-400ppm,ppt,0.9,0,0,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.841,42.158,DGVM-full-400ppm,temp,0.2,0,0,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,AK,ppt,1.2,6.240606461,6.034867572,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,AK,temp,0.2,6.240606461,6.388923182,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,randfor,ppt,0.9,14.8165998,11.9193001,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,AK,temp,4,6.240606461,9.982612101,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,AK,ppt,1.1,6.240606461,6.136874902,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,AK,ppt,0.9,6.240606461,6.346091395,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,DRS,temp,0.2,33.33333333,33.33333333,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,DRS,ppt,1.1,33.33333333,40,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
3,-109.8406188,42.15538122,DRS,ppt,1.2,33.33333333,43.33333333,cold.Psummer,mid,0.512872035,-5.800233812,25,180,37,9890,274,-201,475,125,-105,151,-105,213,31,10,37,78,31,68,31
4,-109.466,42.158,DGVM-full-400ppm,temp,2,10.49666667,8.09,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,AK,temp,4,6.240606461,8.94760558,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,AK,temp,2,6.240606461,7.472515319,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.466,42.158,DGVM-full-400ppm,temp,4,10.49666667,5.623,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.466,42.158,DGVM-full-400ppm,temp,0.2,10.49666667,12.775,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,DRS,temp,2,33.33333333,40,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,randfor,ppt,1.1,5.4538002,7.5203099,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.466,42.158,DGVM-full-400ppm,ppt,1.2,10.49666667,13.04433333,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,DRS,ppt,0.9,33.33333333,30,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,AK,temp,0.2,6.240606461,6.35405249,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,DRS,temp,4,33.33333333,53.33333333,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,randfor,ppt,1.2,5.4538002,8.9538498,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,AK,ppt,1.2,6.240606461,6.036495548,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.466,42.158,DGVM-full-400ppm,ppt,1.1,10.49666667,12.61133333,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,randfor,temp,0.2,5.4538002,5.3400002,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,randfor,ppt,0.9,5.4538002,5.8224602,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,randfor,temp,4,5.4538002,12.5777998,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,AK,ppt,1.1,6.240606461,6.137702593,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,DRS,temp,0.2,33.33333333,33.33333333,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,randfor,temp,2,5.4538002,6.0237598,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,DRS,ppt,1.1,33.33333333,40,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,AK,ppt,0.9,6.240606461,6.345235601,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.466,42.158,DGVM-full-400ppm,ppt,0.9,10.49666667,8.459,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
4,-109.4694188,42.15538122,DRS,ppt,1.2,33.33333333,36.66666667,NA,outer,0.331082524,-6.130723521,28,183,37,10166,280,-207,487,130,-109,156,-109,210,31,9,35,77,31,64,31
5,-108.274,44.608,DGVM-full-400ppm,temp,0.2,4.768333333,4.632,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,AK,temp,2,6.240606461,6.425570374,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,AK,temp,4,6.240606461,6.616016391,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,randfor,temp,0.2,6.7783399,6.30582,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,randfor,temp,4,6.7783399,13.5928001,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,randfor,ppt,0.9,6.7783399,9.1241903,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,AK,temp,0.2,6.240606461,6.258860691,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,AK,ppt,0.9,6.240606461,6.34762975,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,DRS,temp,4,46.66666667,43.33333333,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,randfor,temp,2,6.7783399,6.1886301,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.274,44.608,DGVM-full-400ppm,ppt,1.1,4.768333333,5.486666667,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,AK,ppt,1.2,6.240606461,6.031942811,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.274,44.608,DGVM-full-400ppm,temp,2,4.768333333,4.251333333,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,randfor,ppt,1.2,6.7783399,4.33183,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.274,44.608,DGVM-full-400ppm,ppt,1.2,4.768333333,7.737,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,randfor,ppt,1.1,6.7783399,4.3491101,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,AK,ppt,1.1,6.240606461,6.135387623,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.274,44.608,DGVM-full-400ppm,ppt,0.9,4.768333333,4.058,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.274,44.608,DGVM-full-400ppm,temp,4,4.768333333,3.728666667,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,DRS,ppt,1.2,46.66666667,53.33333333,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,DRS,temp,0.2,46.66666667,46.66666667,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,DRS,ppt,0.9,46.66666667,33.33333333,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,DRS,ppt,1.1,46.66666667,50,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
5,-108.2746188,44.60508122,DRS,temp,2,46.66666667,50,warm.Psummer,mid,-1.847293541,-4.807940145,70,161,34,10072,312,-151,463,125,-63,199,-63,200,35,6,56,90,22,68,22
6,-108.2746188,44.10018122,AK,ppt,1.1,6.240606461,6.123631778,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.274,44.1,DGVM-full-400ppm,temp,4,6.806666667,4.591,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.2746188,44.10018122,AK,ppt,0.9,6.240606461,6.359815615,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.274,44.1,DGVM-full-400ppm,temp,2,6.806666667,5.382666667,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.274,44.1,DGVM-full-400ppm,ppt,1.1,6.806666667,8.795,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.2746188,44.10018122,randfor,ppt,1.1,4.0004301,3.9601901,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.2746188,44.10018122,DRS,temp,4,53.33333333,60,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.2746188,44.10018122,DRS,ppt,1.1,53.33333333,56.66666667,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.2746188,44.10018122,AK,temp,4,6.240606461,6.32591455,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.2746188,44.10018122,DRS,temp,0.2,53.33333333,53.33333333,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.2746188,44.10018122,randfor,ppt,1.2,4.0004301,4.8521399,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.2746188,44.10018122,AK,temp,0.2,6.240606461,6.244844413,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
6,-108.2746188,44.10018122,randfor,ppt,0.9,4.0004301,4.35883,warm.Psummer,mid,-1.886662241,-4.600117062,73,165,35,10000,315,-151,466,126,-59,201,-59,210,40,6,58,98,21,68,21
